% u
@RELATION anthropometry

@ATTRIBUTE Peaks-HipRight_KneeRight REAL
@ATTRIBUTE Valleys-HipRight_KneeRight REAL
@ATTRIBUTE Peaks-KneeRight_AnkleRight REAL
@ATTRIBUTE Valleys-KneeRight_AnkleRight REAL
@ATTRIBUTE Peaks-AnkleRight_FootRight REAL
@ATTRIBUTE Valleys-AnkleRight_FootRight REAL
@ATTRIBUTE StrideLength REAL
@ATTRIBUTE StrideWidth REAL
@ATTRIBUTE CycleTime REAL
@ATTRIBUTE Velocity REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
11.5517354925,-21.3960247279,31.3824171172,3.30790592109,65.6012318369,47.9189630135,0.929122358027,0.138893188946,1.00208333333,0.927190710713,0
12.0932022187,-22.9337729442,28.1801564666,2.92828566223,65.031038033,47.8419390133,0.811680570263,0.130269463518,1.0,0.811680570263,0
10.0381374054,-24.2237928585,32.8725229351,6.49608872715,66.4891622139,41.5347087079,0.627047271562,0.147288536978,0.851282051282,0.736591674425,0
7.84831456582,-92.9551966479,38.4844397176,16.4491120022,63.8186350543,50.249772503,0.49722798412,0.131885440735,0.553125,0.898943248127,0
10.9144129057,-25.5655050275,30.7018311041,5.23310109789,66.0998229992,48.9349874716,0.815677019212,0.144071594054,1.06444444444,0.766293650617,0
7.35513475737,-20.0394569163,30.4732234267,3.92990502037,68.3354243077,52.7797534526,0.807075193214,0.114470724162,1.00740740741,0.801140816794,0
19.8417638025,-12.565688857,32.8808080004,4.19900628249,69.4110353187,56.5496589906,0.827291824842,0.082993160146,0.901960784314,0.917214849281,1
17.3853787585,-11.1953170212,28.515770064,4.9757369298,71.5539348333,59.4570481236,0.917319376946,0.0790855561407,0.986666666667,0.929715584742,1
20.2079930522,-10.1285484572,27.7061522997,4.42616436582,68.443975375,57.3474090175,0.755987762088,0.0736342082197,0.828070175439,0.912951322861,1
17.1115986864,-7.65669252873,32.8249015284,4.3706381239,73.3394526927,62.044759728,0.78875353019,0.0976411703943,1.03333333333,0.763309867926,1
25.953590092,-66.3380049018,31.7694698959,11.2190709097,72.4337757962,52.4596693002,0.547834243361,0.120062615729,0.6625,0.82691961262,5
32.4029606233,-121.561813185,31.8706971516,15.1743346793,70.6287882895,47.9341781117,0.439356389003,0.103195127341,0.519209039548,0.846203273706,5
31.3462851424,-17.6456038036,29.8656828285,8.66530276869,65.7389736515,50.3106466664,0.582253242129,0.118023346269,0.673333333333,0.864732537815,5
5.72228789383,-16.6555913867,23.9472497079,2.74150448206,67.4191693087,55.1293221161,0.750229231469,0.118759486888,1.04,0.721374261027,6
18.4043033738,-12.602188506,23.7768049844,3.24923289239,61.2546138464,36.5760702053,0.832265501511,0.100459916902,0.990476190476,0.84026805441,6
15.8449241545,-13.5504412403,24.8943937513,3.52334559396,62.8780579374,44.5495123464,0.621226098147,0.095039642595,0.714814814815,0.869072779792,6
18.0754088838,-34.3664854043,26.6095696285,3.93319678665,71.5194960291,46.3550094308,0.869136667444,0.103008788648,0.966666666667,0.899106897356,6
9.57688911122,-15.5028722165,24.5690273345,8.28499979551,71.6897833327,60.8158810974,0.439277455368,0.102141282384,0.718518518519,0.611365530667,9
25.6206774472,-83.9212221072,39.4628005565,5.01904011589,72.9732976068,53.0699779912,1.15341253587,0.100103833236,1.03333333333,1.11620567988,9
18.7932255478,-17.4845525393,32.4247811323,3.14836822531,65.5329774707,49.8913563224,1.208994662,0.0858776762167,1.18333333333,1.02168562986,9
20.6382365928,-18.6398465356,39.8924339353,7.73070349678,69.8029801743,60.159244421,0.971362467832,0.0806383619255,1.02666666667,0.946132273863,9
16.2613642543,-170.279818113,65.5064370707,22.2413385527,75.0121704457,55.2763517148,0.476666815559,0.115806365429,0.613888888889,0.776470830776,10
15.4630084688,-11.610397983,37.4067548693,3.55825195911,68.2546762144,50.2545861863,1.00321405277,0.108259300719,0.984848484848,1.01864811512,10
15.816038121,-11.7229353573,35.5186717992,4.08188847928,66.8182546702,52.4980378779,1.03383680326,0.115055241775,1.01066666667,1.0229255969,10
7.10146648465,-18.1342326992,27.2329138261,11.9896354433,72.5687517061,58.6787180811,0.445930970627,0.160837036163,0.458156028369,0.973316824433,10
13.6221359792,-17.2768162806,36.9125709558,25.9212805187,93.2286469162,86.2571645772,0.240414855811,0.114032782447,0.466666666667,0.515174691023,11
13.0816360592,-8.66335589829,29.1673675944,4.91499981233,59.6125005166,44.2045288798,1.07300569557,0.186435093225,1.19866666667,0.895166041911,11
10.4698365511,-10.3057126828,40.4625035518,21.0925312034,79.852527687,55.2437727817,0.602395367606,0.172942804505,0.779166666667,0.773127744522,11
11.8422446957,-5.60203839001,31.728268643,9.13666161392,77.1001313702,56.0529854564,0.647726894198,0.173514107661,0.864814814815,0.748977565026,11
10.6129012518,-13.0530381844,32.0218689796,5.43289772338,70.5592967661,40.9856090076,1.24358450205,0.134253865536,1.0619047619,1.17108854453,12
13.1847945837,-11.7315935944,29.6372254008,5.07071085761,63.6223855075,40.9956788545,0.996711872938,0.150840416191,0.962820512821,1.03520008108,12
15.1440834946,-9.46885780294,37.7373390793,6.51420973234,60.5504566542,33.156124054,1.12289213953,0.139735952312,1.00793650794,1.11405046914,12
12.7889068871,-15.1091409107,36.6744240536,5.08258378089,60.7538491995,37.3670500449,1.14798006197,0.13525660157,1.01833333333,1.12731266315,12
% 
% 
% 
