% u
@RELATION anthropometry

@ATTRIBUTE Peaks-HipRight_KneeRight REAL
@ATTRIBUTE Valleys-HipRight_KneeRight REAL
@ATTRIBUTE Peaks-KneeRight_AnkleRight REAL
@ATTRIBUTE Valleys-KneeRight_AnkleRight REAL
@ATTRIBUTE Peaks-AnkleRight_FootRight REAL
@ATTRIBUTE Valleys-AnkleRight_FootRight REAL
@ATTRIBUTE Peaks-HipLeft_KneeLeft REAL
@ATTRIBUTE Valleys-HipLeft_KneeLeft REAL
@ATTRIBUTE Peaks-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Valleys-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Peaks-AnkleLeft_FootLeft REAL
@ATTRIBUTE Valleys-AnkleLeft_FootLeft REAL
@ATTRIBUTE StrideLength REAL
@ATTRIBUTE StrideWidth REAL
@ATTRIBUTE CycleTime REAL
@ATTRIBUTE Velocity REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
7.1184958226,-12.2286090355,28.7819031971,4.46528437394,62.4432425917,41.4873198229,10.0517766033,-7.43587330407,31.7486219031,12.2712572199,53.7974151967,19.414957336,0.425590166667,0.132107150943,0.436111111111,0.975875541401,6
13.3081658052,-11.3251916036,29.9276681934,6.83550576914,59.0309804793,32.1942421645,15.6879764856,-6.07918394769,30.2456706942,10.2143658182,57.7677872828,31.4049702894,0.601710234043,0.111159363636,0.575,1.04645258094,6
8.62292068482,-14.4831899392,27.3452555344,7.38414402756,53.35346845,31.6763100432,12.4048521805,-3.61174647364,24.7270725192,10.3290883234,61.0267200756,25.8989471,0.609152869565,0.115303674877,0.55,1.10755067194,6
12.3301831502,-15.0725488225,30.9075896348,9.73646298342,61.6730061323,28.8845046734,14.5636377982,-6.19927530828,31.053972866,11.4841838129,56.8704737634,26.1421368864,0.578838770833,0.117974041565,0.5625,1.0290467037,6
14.9366227193,-13.0224772344,38.7736151815,11.8874549097,61.9005500556,31.1208190385,18.5708541887,-13.5614865774,28.2181210604,9.67912688349,61.5956264741,33.9343863942,0.6055223,0.134566072423,0.469333333333,1.29017535511,12
11.1459403407,-15.7133420083,36.9707421251,8.31716458092,64.7759981201,36.6178868062,17.0092567751,-13.2497503701,32.3541702169,11.949544153,62.9281580058,33.1890076646,0.804432584416,0.151962728443,0.669298245614,1.20190451669,12
14.2186971678,-13.5812645335,38.3228396128,10.2525161943,63.1541912105,35.1229892693,17.9058126162,-11.2796681497,28.7414625618,9.47225422905,62.1908613857,32.6133688415,0.700132756098,0.129280642229,0.552032520325,1.26828172312,12
13.1558310437,-18.2347452766,39.8438658185,8.6142885789,64.3068184771,33.6772500389,20.7687004837,-13.1467415714,28.5582882704,9.04626382213,62.9700152262,33.0288610818,0.897466532258,0.14955525076,0.705376344086,1.27232298018,12
5.97425349097,-12.8010729341,30.4094809458,6.75403665542,74.6769230728,43.6588924434,22.7732869675,-10.3889218313,30.913964537,16.094926787,71.3549376222,33.5678153357,0.755756117647,0.177718052,0.478431372549,1.57965418033,14
9.26175522477,-8.23220364859,31.5421551994,10.7540919539,68.4628941027,36.5906707043,16.8399868626,-13.289985151,36.5263969973,13.4011282367,68.3789463936,38.0792580683,0.649193508333,0.180994794989,0.481111111111,1.34936295035,14
10.0649289463,-10.378526885,34.3835215587,10.6675554195,61.1494635146,35.8498173632,14.8782977525,-12.9802990026,31.5814341134,11.5429780689,63.3007803154,29.6300382626,0.844921089888,0.169555483911,0.592424242424,1.42620951234,14
10.064099891,-11.3717548703,30.1541614996,8.37026457549,65.8502205623,37.2327382705,18.4794881725,-16.9518556796,31.5544132109,11.695021277,64.7784189208,32.5710157745,0.713346726415,0.184457860636,0.508805031447,1.40200407293,14
8.58743923735,-10.0184952118,37.1977665206,12.6653895298,58.4766153616,38.7031005924,15.6800378486,-3.53699469951,30.4043125611,10.1351329788,57.4475233028,23.4214946815,0.6639785,0.110086653061,0.758333333333,0.875576043956,15
13.6488595529,-6.91725579104,35.4019192916,6.75948634229,61.8629382614,38.9604155166,15.35739318,-5.91251497933,27.6520599158,6.60633232278,58.3214456115,30.210824348,0.74279675,0.125203045685,0.716666666667,1.0364605814,15
10.7646024262,-7.87972850475,32.4921274792,7.20704654803,59.2080340118,28.6177200048,15.0985019551,-6.11347316529,29.2440646842,9.24421831016,57.7270508887,39.8747300948,0.589959160714,0.126945439926,0.640476190476,0.921125827138,15
8.43922261161,-11.2243852407,35.7279106037,9.53680503386,62.1926232201,31.3205477921,12.9920676028,-6.02661141242,31.0112299073,7.85307123187,62.9021675919,36.3741658231,0.898390454545,0.122320164894,0.983333333333,0.913617411402,15
11.1682419323,-10.8753612674,35.3466960929,9.3072296863,65.216765423,27.9126439694,14.6838484202,-4.44053969675,32.5530409941,5.95540559981,56.8733179762,31.5265309134,0.771176534884,0.118114289963,0.807936507937,0.954501408599,15
9.01720597998,-15.2782752478,37.2766703655,10.9327507902,63.1442941839,35.2927118052,14.9947093596,-7.44953586761,31.1483700834,10.4385497167,60.7205406316,38.7921938921,0.772198906977,0.121874001848,0.846031746032,0.912730415376,15
10.4758561199,-11.2572320406,35.8951888881,9.84749657214,60.3719516802,30.3374096981,15.8390651837,-5.83937874408,27.5733312129,10.1576570756,56.567159172,30.7220662624,0.789211883721,0.111746378026,0.795238095238,0.99242212923,15
% 
% 
% 
