% u
@RELATION anthropometry

@ATTRIBUTE Height REAL
@ATTRIBUTE Head_ShoulderCenter REAL
@ATTRIBUTE ShoulderCenter_ShoulderRight REAL
@ATTRIBUTE ShoulderRight_ElbowRight REAL
@ATTRIBUTE ElbowRight_WristRight REAL
@ATTRIBUTE WristRight_HandRight REAL
@ATTRIBUTE ShoulderCenter_ShoulderLeft REAL
@ATTRIBUTE ShoulderLeft_ElbowLeft REAL
@ATTRIBUTE ElbowLeft_WristLeft REAL
@ATTRIBUTE WristLeft_HandLeft REAL
@ATTRIBUTE ShoulderCenter_Spine REAL
@ATTRIBUTE Spine_HipCenter REAL
@ATTRIBUTE HipCenter_HipRight REAL
@ATTRIBUTE HipRight_KneeRight REAL
@ATTRIBUTE KneeRight_AnkleRight REAL
@ATTRIBUTE AnkleRight_FootRight REAL
@ATTRIBUTE HipCenter_HipLeft REAL
@ATTRIBUTE HipLeft_KneeLeft REAL
@ATTRIBUTE KneeLeft_AnkleLeft REAL
@ATTRIBUTE AnkleLeft_FootLeft REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
1.43071813566,0.196893276833,0.222971485628,0.317535677114,0.260865847095,0.0750549893695,0.204050252385,0.278200172775,0.233992588415,0.0650076442707,0.400621508045,0.0816791598151,0.0724428005262,0.435597715625,0.357309593455,0.0831568166612,0.0569778471416,0.444200830942,0.378711899382,0.0873646828737,1
1.45001115405,0.185323297606,0.189829982863,0.289469629856,0.262832008028,0.115138181232,0.203981854072,0.271946098018,0.232035831735,0.0759057087133,0.384264509188,0.0853002946474,0.0785371023477,0.488446937308,0.351235402461,0.0816482624937,0.0669050380915,0.478642828253,0.381356984275,0.085786683251,1
1.44551146039,0.197571922734,0.223127111776,0.302286288773,0.292101853423,0.0731775293312,0.20629150982,0.275282329474,0.225052017811,0.0664198528212,0.406040410943,0.0826515068549,0.0705454900127,0.445657005671,0.360490127693,0.0833211867771,0.0566180469794,0.450065708416,0.375488061741,0.0850902238068,1
1.45092573047,0.184417996022,0.190650588223,0.290276220324,0.254975590288,0.0990688364888,0.20469004884,0.270203466519,0.232598011969,0.0724105521016,0.380022766481,0.0823976009502,0.0784913703641,0.490323656917,0.35932791563,0.0837980329794,0.0696914490531,0.485415994346,0.378618111543,0.0866751224247,1
1.5428677356,0.214477859584,0.229090186578,0.312351287153,0.288293697883,0.0798654778022,0.202266340663,0.29600172751,0.228702845612,0.0801206530624,0.419366079999,0.0952509968898,0.0740724233818,0.477546811386,0.396938343143,0.0878565417326,0.0614968598507,0.461557448462,0.404211305942,0.0893666544325,3
1.57322838622,0.222449983932,0.226223034205,0.278676712327,0.258542809241,0.0802084961106,0.196747416302,0.292626040236,0.231255505398,0.0805098472161,0.383280288706,0.0877006521963,0.0678258811181,0.540071863817,0.392334689545,0.0918250350048,0.0544706243325,0.529931755386,0.398603293881,0.0927642040052,3
1.57313233553,0.228162644848,0.237513667766,0.271425187244,0.25233892053,0.0814083064149,0.194650406363,0.290720063396,0.230706552754,0.0828310608317,0.378661604862,0.0854194424361,0.0675317104186,0.540575787774,0.387612370885,0.0975420678786,0.0523065517514,0.526854829414,0.406648207992,0.096288398746,3
1.51320145602,0.185077715223,0.199146544957,0.295766102001,0.275105644835,0.089138709583,0.200100569509,0.297013046715,0.227840238455,0.0748090394462,0.436477375772,0.0960658240277,0.074223776621,0.463719868923,0.385216865988,0.0872756358394,0.0632781764049,0.45073529272,0.398035620122,0.0901026666041,3
1.5654297507,0.219024439736,0.221811048238,0.298098323251,0.269435327949,0.0920934894808,0.194922612201,0.296654883266,0.228764292947,0.0802718693997,0.381357405897,0.0889547852504,0.06254205379,0.539753772203,0.388844637402,0.0915279395851,0.0484835997575,0.519630400306,0.410016893464,0.0944283422042,3
1.5610944921,0.219132643992,0.224755493897,0.285056050763,0.259472839959,0.0783906562029,0.196662019007,0.292520654781,0.233040382685,0.0828487899508,0.368846326119,0.0792500820535,0.0685120754289,0.555516573855,0.389532904683,0.0920525737629,0.05481239355,0.533960282707,0.407327170489,0.0954159898882,3
1.45691719219,0.193567766773,0.187731281133,0.262145942913,0.245701517271,0.0731835393134,0.184123284366,0.264249030938,0.213570635895,0.0511138241664,0.390109465606,0.0784162647444,0.069769622278,0.461294573175,0.375850769826,0.0874274772825,0.0638973153944,0.452225518684,0.404745423897,0.0813235928682,6
1.48576769721,0.202930335972,0.232602494734,0.255483678607,0.271493318303,0.0683194825505,0.194031465295,0.288459639395,0.221256008714,0.0570637522159,0.406752874951,0.0850049824734,0.0774585038594,0.464644069783,0.382401237457,0.0873963478305,0.0655771034323,0.449211985198,0.403608138903,0.0913430793539,6
1.49740559312,0.206097043325,0.229698972062,0.242390184805,0.247502397244,0.0875399995169,0.195436212763,0.281735393483,0.21287764137,0.0603010826478,0.415256607585,0.0860778010999,0.0747440877278,0.472514976322,0.376635066148,0.0877511286736,0.0640366163762,0.449012983125,0.398680641827,0.0863961838238,6
1.47745312105,0.183822945261,0.186729120868,0.292730812079,0.290005213769,0.0963227179943,0.193615367375,0.292191194252,0.220801265464,0.0517026167711,0.406214824616,0.0913286288627,0.0742946013902,0.469609134849,0.383344270067,0.0852357689908,0.06392061544,0.445602392557,0.404919537235,0.0867043874997,6
1.43270005448,0.179414018397,0.156541126767,0.272862646167,0.266627185027,0.0948150373713,0.21403327618,0.28200558169,0.226725833142,0.0670169359863,0.406832735926,0.0916631714444,0.082033591689,0.445793968621,0.378865807429,0.0938133409072,0.0762158260509,0.432734410821,0.388940808523,0.0899474411773,9
1.47823575084,0.17841977268,0.212279476095,0.281190970246,0.277537667923,0.109207876232,0.220402388696,0.276017013756,0.239504456506,0.0735150682731,0.448810551112,0.0941856606881,0.0764192526673,0.433831974828,0.38161958327,0.0851400503211,0.0695039427549,0.412837911514,0.404867093163,0.0832029801442,9
1.49700426014,0.183405708674,0.199641592586,0.28799033426,0.2669281478,0.077082236573,0.216538681762,0.29350688456,0.225985000303,0.0546939241419,0.413544844442,0.0859813429228,0.0781891219426,0.475066100858,0.395184148549,0.089357281222,0.0662168128177,0.457297038096,0.418372463688,0.0906381696033,9
1.43943625805,0.185201498832,0.176083642595,0.294956658354,0.271264475609,0.0768188148026,0.210610263296,0.298936881261,0.224278845042,0.0515125389328,0.41077598076,0.0874758935539,0.0631174219515,0.451964425541,0.374354319089,0.0911484789757,0.0535840835996,0.435611085174,0.377562088752,0.0922228440114,9
% 
% 
% 
