% u
@RELATION anthropometry

@ATTRIBUTE ShoulderCenter_ShoulderRight REAL
@ATTRIBUTE ShoulderRight_ElbowRight REAL
@ATTRIBUTE ElbowRight_WristRight REAL
@ATTRIBUTE WristRight_HandRight REAL
@ATTRIBUTE HipCenter_HipRight REAL
@ATTRIBUTE HipRight_KneeRight REAL
@ATTRIBUTE KneeRight_AnkleRight REAL
@ATTRIBUTE AnkleRight_FootRight REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
0.231372902835,0.265002651344,0.213283648603,0.0601955451358,0.0641986620869,0.373712550702,0.316680527503,0.0834769483086,0
0.212597044629,0.257675274432,0.208732873483,0.061131366483,0.0792382050938,0.359545738622,0.314536632777,0.0797788009446,0
0.168954200685,0.240387728815,0.230379179112,0.0716072404348,0.0739756117144,0.377655014896,0.320694169199,0.0772555480179,0
0.1796182194,0.238095116759,0.225457370236,0.0728871183551,0.0759971897808,0.376169876999,0.315213283355,0.0755888357143,0
0.225597276757,0.268211878276,0.209703857062,0.0601657997899,0.0656426727895,0.378071538302,0.322535143496,0.084592330382,0
0.181125270642,0.243462158567,0.224554272211,0.0689785165264,0.0766768784562,0.384426833154,0.31896264577,0.0779072702835,0
0.229119283249,0.31430126057,0.290528532934,0.082890396377,0.0742688932923,0.47935397075,0.399743577933,0.0902534276733,3
0.226649656377,0.281157695783,0.26250467746,0.08311081452,0.0678847653875,0.541577350713,0.395609571291,0.0954494275392,3
0.237876147708,0.274364803447,0.256583868551,0.0835861424086,0.0676315563025,0.54223110153,0.392289766222,0.101946102566,3
0.199182945068,0.298258095568,0.277078425144,0.0902360245299,0.0744441121901,0.467677567649,0.388372862112,0.0913573954103,3
0.221847393322,0.30034942087,0.272077448882,0.0941570615791,0.062654306633,0.541207650186,0.392995703267,0.0964902095489,3
0.225355669448,0.287522241772,0.263756042035,0.0805364502069,0.0686210640781,0.556936338084,0.39287232239,0.0980916741276,3
0.225127026471,0.280169920216,0.256430970878,0.0725909112444,0.0581149544517,0.420759385598,0.369421741372,0.0972178606321,4
0.256615276961,0.273507792455,0.261820230162,0.0770861999106,0.068372557925,0.422013313518,0.374834644153,0.0933582142647,4
0.197273922064,0.266851907357,0.25046499237,0.0753661669396,0.0680973352906,0.436240742224,0.376873227923,0.0944966747942,4
0.220499744328,0.273215670164,0.259302030324,0.0725569743534,0.0568528638622,0.432408679907,0.372251346294,0.0905806934675,4
0.257639965994,0.262635250822,0.249676818001,0.0704020394599,0.0689566692671,0.421875702205,0.375730335664,0.0937139818835,4
0.197113180785,0.257690541832,0.271832593966,0.0833450668425,0.0935948473268,0.43868798714,0.388405374064,0.0884793904475,5
0.201809171618,0.255538466996,0.282671402511,0.07244607414,0.0841071103303,0.445994539921,0.389927854584,0.0892420838854,5
0.207569396227,0.211737577677,0.263661890698,0.0711475184566,0.0933974804364,0.456835077474,0.388659180236,0.0895649853692,5
0.188219938503,0.269822503736,0.250506651178,0.0759108664783,0.0700041662155,0.463016323918,0.379814759599,0.090490087817,6
0.233229441503,0.258146987643,0.275069679747,0.0701291699947,0.0776281997638,0.466643156054,0.384769586254,0.0929600234877,6
0.229997328992,0.244958514172,0.252351018379,0.091517740415,0.0749345245806,0.474329975033,0.379002904782,0.0915023404819,6
0.187227566149,0.294227572891,0.292394293253,0.0983416024296,0.0747009067936,0.471677087167,0.385739561721,0.0902890212101,6
0.192698273799,0.248817445956,0.249956657023,0.0729566262488,0.0469990092506,0.409528541948,0.344855441764,0.0935973452097,10
0.167294549418,0.238953131722,0.238275450272,0.0694593052964,0.0639381760305,0.411181648393,0.354201662219,0.0849872586856,10
0.211899678303,0.225307316213,0.220029848154,0.0659447018597,0.0642200179875,0.40994154402,0.353725232801,0.0878926631858,10
0.218953988285,0.243170759538,0.219012734039,0.0704064922902,0.0669834787387,0.409945725559,0.344259200023,0.08272053742,10
0.283223634426,0.320604831368,0.280214940122,0.0865148327429,0.0922554316017,0.58747989621,0.392335523314,0.116263484113,11
0.215383490464,0.309083493607,0.291714051346,0.0919999783233,0.0737158911422,0.55745162765,0.397818677277,0.11133998389,11
0.231157149083,0.295728623972,0.266445960104,0.0901062340274,0.0679452290761,0.553764504326,0.397629722807,0.110398739701,11
0.203207608846,0.302891345117,0.271408593388,0.0932997047067,0.0760489393287,0.552117344313,0.397132158502,0.107172334986,11
0.217574215826,0.242309694473,0.236361226536,0.0748132962256,0.0663060221745,0.493299953182,0.367238014168,0.10009507554,13
0.216403289777,0.290646141817,0.26035730447,0.0721542616021,0.075176898688,0.434018167189,0.363533704302,0.0873968298358,13
0.195794437966,0.239079842932,0.234664947346,0.0794772479147,0.0557498139741,0.475900403695,0.368862722923,0.0857306328855,13
0.215291615797,0.287445543025,0.260655231243,0.106805489325,0.0733657325619,0.430735896733,0.359503890608,0.0863631284786,13
% 
% 
% 
