4
Height,1.43878724481,0.0555860774069
Head_ShoulderCenter,0.205197963637,0.0105241430521
ShoulderCenter_ShoulderRight,0.217574215826,0.0219540646454
ShoulderRight_ElbowRight,0.242309694473,0.0188818285839
ElbowRight_WristRight,0.236361226536,0.0165277978988
WristRight_HandRight,0.0748132962256,0.0177056145395
ShoulderCenter_ShoulderLeft,0.151394877335,0.0289728118993
ShoulderLeft_ElbowLeft,0.246398990503,0.00384208890203
ElbowLeft_WristLeft,0.218584412928,0.0171695872786
WristLeft_HandLeft,0.0794711017069,0.0081582895944
ShoulderCenter_Spine,0.343249454393,0.0278106140117
Spine_HipCenter,0.0700695529084,0.00547922458338
HipCenter_HipRight,0.0663060221745,0.00914339772287
HipRight_KneeRight,0.493299953182,0.0416964755034
KneeRight_AnkleRight,0.367238014168,0.0435227731547
AnkleRight_FootRight,0.10009507554,0.0161654239803
HipCenter_HipLeft,0.0559810842036,0.00918785548038
HipLeft_KneeLeft,0.48275952822,0.0462823337233
KneeLeft_AnkleLeft,0.381037687583,0.0394074249208
AnkleLeft_FootLeft,0.102017086024,0.0149502622569
5
Height,1.38843929496,0.0437441063155
Head_ShoulderCenter,0.204459276931,0.00573855176403
ShoulderCenter_ShoulderRight,0.216403289777,0.00676948236982
ShoulderRight_ElbowRight,0.290646141817,0.0257929771961
ElbowRight_WristRight,0.26035730447,0.0336947388727
WristRight_HandRight,0.0721542616021,0.0201181201886
ShoulderCenter_ShoulderLeft,0.170456508007,0.0183860732552
ShoulderLeft_ElbowLeft,0.265439591458,0.0117326519083
ElbowLeft_WristLeft,0.219707736882,0.0068030255199
WristLeft_HandLeft,0.0710356005031,0.0194228394745
ShoulderCenter_Spine,0.362339187478,0.0216852688587
Spine_HipCenter,0.0726816930911,0.00490120450875
HipCenter_HipRight,0.075176898688,0.0100681808767
HipRight_KneeRight,0.434018167189,0.0379532151192
KneeRight_AnkleRight,0.363533704302,0.0346145619114
AnkleRight_FootRight,0.0873968298358,0.0138553354803
HipCenter_HipLeft,0.0630252772184,0.0107474083931
HipLeft_KneeLeft,0.42901452793,0.0339889349074
KneeLeft_AnkleLeft,0.379664444196,0.0322984023931
AnkleLeft_FootLeft,0.0863496707407,0.013136968901
6
Height,1.40971548432,0.0482255146576
Head_ShoulderCenter,0.200934455371,0.00471714776912
ShoulderCenter_ShoulderRight,0.195794437966,0.0366769608976
ShoulderRight_ElbowRight,0.239079842932,0.0250299760135
ElbowRight_WristRight,0.234664947346,0.0129743338296
WristRight_HandRight,0.0794772479147,0.0313974253921
ShoulderCenter_ShoulderLeft,0.156112276827,0.022149435735
ShoulderLeft_ElbowLeft,0.243003860204,0.00626867860403
ElbowLeft_WristLeft,0.215339507238,0.0201639691054
WristLeft_HandLeft,0.0830925494397,0.0108699022254
ShoulderCenter_Spine,0.343007302704,0.0205352066423
Spine_HipCenter,0.068912761669,0.00433052910358
HipCenter_HipRight,0.0557498139741,0.0139638178516
HipRight_KneeRight,0.475900403695,0.0342845687585
KneeRight_AnkleRight,0.368862722923,0.0379843003298
AnkleRight_FootRight,0.0857306328855,0.0137939614556
HipCenter_HipLeft,0.0456857907597,0.0143053470769
HipLeft_KneeLeft,0.461558421294,0.0332924791317
KneeLeft_AnkleLeft,0.383321801021,0.0360323864299
AnkleLeft_FootLeft,0.0852837281728,0.0143862705659
7
Height,1.3779818785,0.0411291447731
Head_ShoulderCenter,0.20663509099,0.00358048029499
ShoulderCenter_ShoulderRight,0.215291615797,0.00768827134196
ShoulderRight_ElbowRight,0.287445543025,0.0393842590219
ElbowRight_WristRight,0.260655231243,0.0252930320067
WristRight_HandRight,0.106805489325,0.0767787495832
ShoulderCenter_ShoulderLeft,0.16124381247,0.0227936545472
ShoulderLeft_ElbowLeft,0.264961442229,0.00980499966352
ElbowLeft_WristLeft,0.212671047278,0.00694431779497
WristLeft_HandLeft,0.0745340303914,0.015123348401
ShoulderCenter_Spine,0.354337676774,0.021367766588
Spine_HipCenter,0.0705471864051,0.00421130951038
HipCenter_HipRight,0.0733657325619,0.00867520587822
HipRight_KneeRight,0.430735896733,0.0318223874511
KneeRight_AnkleRight,0.359503890608,0.0362198672016
AnkleRight_FootRight,0.0863631284786,0.0134703466949
HipCenter_HipLeft,0.0580809013978,0.0103340877285
HipLeft_KneeLeft,0.429585127591,0.0300993188679
KneeLeft_AnkleLeft,0.383899307524,0.0323408851741
AnkleLeft_FootLeft,0.085457347661,0.0117457039003
